high_by_point_n,low_by_point_n,high_by_point_n_on_trend,low_by_point_n_on_trend,high_by_point_m,low_by_point_m,high_by_point_m_on_trend,low_by_point_m_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
5,6,7,4,5,6,7,4,3.99,304.69,6.62,46
5,6,7,5,5,6,7,5,3.76,267.47,6.52,41
5,6,7,6,5,6,7,6,5.37,297.39,8.26,36
5,6,7,7,5,6,7,7,5.37,297.39,8.26,36
5,6,7,8,5,6,7,8,5.37,297.39,8.26,36
5,6,7,9,5,6,7,9,5.37,297.39,8.26,36
5,6,7,10,5,6,7,10,7.26,305.67,10.54,29
5,6,8,4,5,6,8,4,3.86,291.34,6.47,45
5,6,8,5,5,6,8,5,3.62,254.11,6.35,40
5,6,8,6,5,6,8,6,5.17,284.04,8.12,35
5,6,8,7,5,6,8,7,5.17,284.04,8.12,35
5,6,8,8,5,6,8,8,5.17,284.04,8.12,35
5,6,8,9,5,6,8,9,5.17,284.04,8.12,35
5,6,8,10,5,6,8,10,6.98,292.31,10.44,28
5,6,9,4,5,6,9,4,3.86,291.34,6.47,45
5,6,9,5,5,6,9,5,3.62,254.11,6.35,40
5,6,9,6,5,6,9,6,4.74,254.8,7.49,34
5,6,9,7,5,6,9,7,4.74,254.8,7.49,34
5,6,9,8,5,6,9,8,4.74,254.8,7.49,34
5,6,9,9,5,6,9,9,4.74,254.8,7.49,34
5,6,9,10,5,6,9,10,6.39,263.08,9.74,27
5,6,10,4,5,6,10,4,4.06,296.5,6.74,44
5,6,10,5,5,6,10,5,3.82,259.27,6.65,39
5,6,10,6,5,6,10,6,5.13,259.96,7.88,33
5,6,10,7,5,6,10,7,5.13,259.96,7.88,33
5,6,10,8,5,6,10,8,5.13,259.96,7.88,33
5,6,10,9,5,6,10,9,5.13,259.96,7.88,33
5,6,10,10,5,6,10,10,7.14,268.24,10.32,26
5,7,4,4,5,7,4,4,3.54,276.71,5.43,51
5,7,4,5,5,7,4,5,3.47,266.31,5.33,50
5,7,4,6,5,7,4,6,4.79,292.38,6.64,44
5,7,4,7,5,7,4,7,4.99,312.06,6.64,47
5,7,4,8,5,7,4,8,4.99,312.06,6.64,47
5,7,4,9,5,7,4,9,4.99,312.06,6.64,47
5,7,4,10,5,7,4,10,6.2,300.65,8.13,37
5,7,5,4,5,7,5,4,3.87,282.1,6.0,47
5,7,5,5,5,7,5,5,3.8,271.7,5.91,46
5,7,5,6,5,7,5,6,5.53,300.31,7.51,40
5,7,5,7,5,7,5,7,5.75,319.99,7.44,43
5,7,5,8,5,7,5,8,5.75,319.99,7.44,43
5,7,5,9,5,7,5,9,5.75,319.99,7.44,43
5,7,5,10,5,7,5,10,7.56,308.58,9.35,33
5,7,6,4,5,7,6,4,3.56,257.66,6.28,41
5,7,6,5,5,7,6,5,3.48,247.26,6.18,40
5,7,6,6,5,7,6,6,5.01,275.87,8.11,34
5,7,6,7,5,7,6,7,5.23,295.55,7.99,37
5,7,6,8,5,7,6,8,5.23,295.55,7.99,37
5,7,6,9,5,7,6,9,5.23,295.55,7.99,37
5,7,6,10,5,7,6,10,6.72,284.15,10.52,27
5,7,7,4,5,7,7,4,3.66,260.44,6.51,40
5,7,7,5,5,7,7,5,3.58,250.04,6.41,39
5,7,7,6,5,7,7,6,5.22,278.65,8.44,33
5,7,7,7,5,7,7,7,5.44,298.33,8.29,36
5,7,7,8,5,7,7,8,5.44,298.33,8.29,36
5,7,7,9,5,7,7,9,5.44,298.33,8.29,36
5,7,7,10,5,7,7,10,7.12,286.93,11.04,26
5,7,8,4,5,7,8,4,3.52,247.09,6.34,39
5,7,8,5,5,7,8,5,3.44,236.69,6.23,38
5,7,8,6,5,7,8,6,5.01,265.3,8.29,32
5,7,8,7,5,7,8,7,5.24,284.98,8.14,35
5,7,8,8,5,7,8,8,5.24,284.98,8.14,35
5,7,8,9,5,7,8,9,5.24,284.98,8.14,35
5,7,8,10,5,7,8,10,6.84,273.58,10.94,25
5,7,9,4,5,7,9,4,3.52,247.09,6.34,39
5,7,9,5,5,7,9,5,3.44,236.69,6.23,38
5,7,9,6,5,7,9,6,4.57,236.07,7.62,31
5,7,9,7,5,7,9,7,4.81,255.75,7.52,34
5,7,9,8,5,7,9,8,4.81,255.75,7.52,34
5,7,9,9,5,7,9,9,4.81,255.75,7.52,34
5,7,9,10,5,7,9,10,6.21,244.34,10.18,24
5,7,10,4,5,7,10,4,3.72,252.25,6.64,38
5,7,10,5,5,7,10,5,3.64,241.85,6.54,37
5,7,10,6,5,7,10,6,4.96,241.23,8.04,30
5,7,10,7,5,7,10,7,5.21,260.91,7.91,33
5,7,10,8,5,7,10,8,5.21,260.91,7.91,33
5,7,10,9,5,7,10,9,5.21,260.91,7.91,33
5,7,10,10,5,7,10,10,6.98,249.5,10.85,23
5,8,4,4,5,8,4,4,3.54,276.71,5.43,51
5,8,4,5,5,8,4,5,3.47,266.31,5.33,50
5,8,4,6,5,8,4,6,4.79,292.38,6.64,44
5,8,4,7,5,8,4,7,4.99,312.06,6.64,47
5,8,4,8,5,8,4,8,4.99,312.06,6.64,47
5,8,4,9,5,8,4,9,4.99,312.06,6.64,47
5,8,4,10,5,8,4,10,6.2,300.65,8.13,37
5,8,5,4,5,8,5,4,3.87,282.1,6.0,47
5,8,5,5,5,8,5,5,3.8,271.7,5.91,46
5,8,5,6,5,8,5,6,5.53,300.31,7.51,40
5,8,5,7,5,8,5,7,5.75,319.99,7.44,43
5,8,5,8,5,8,5,8,5.75,319.99,7.44,43
5,8,5,9,5,8,5,9,5.75,319.99,7.44,43
5,8,5,10,5,8,5,10,7.56,308.58,9.35,33
5,8,6,4,5,8,6,4,3.56,257.66,6.28,41
5,8,6,5,5,8,6,5,3.48,247.26,6.18,40
5,8,6,6,5,8,6,6,5.01,275.87,8.11,34
5,8,6,7,5,8,6,7,5.23,295.55,7.99,37
5,8,6,8,5,8,6,8,5.23,295.55,7.99,37
5,8,6,9,5,8,6,9,5.23,295.55,7.99,37
5,8,6,10,5,8,6,10,6.72,284.15,10.52,27
5,8,7,4,5,8,7,4,3.66,260.44,6.51,40
5,8,7,5,5,8,7,5,3.58,250.04,6.41,39
5,8,7,6,5,8,7,6,5.22,278.65,8.44,33
5,8,7,7,5,8,7,7,5.44,298.33,8.29,36
5,8,7,8,5,8,7,8,5.44,298.33,8.29,36
5,8,7,9,5,8,7,9,5.44,298.33,8.29,36
5,8,7,10,5,8,7,10,7.12,286.93,11.04,26
5,8,8,4,5,8,8,4,3.52,247.09,6.34,39
5,8,8,5,5,8,8,5,3.44,236.69,6.23,38
5,8,8,6,5,8,8,6,5.01,265.3,8.29,32
5,8,8,7,5,8,8,7,5.24,284.98,8.14,35
5,8,8,8,5,8,8,8,5.24,284.98,8.14,35
5,8,8,9,5,8,8,9,5.24,284.98,8.14,35
5,8,8,10,5,8,8,10,6.84,273.58,10.94,25
5,8,9,4,5,8,9,4,3.52,247.09,6.34,39
5,8,9,5,5,8,9,5,3.44,236.69,6.23,38
5,8,9,6,5,8,9,6,4.57,236.07,7.62,31
5,8,9,7,5,8,9,7,4.81,255.75,7.52,34
5,8,9,8,5,8,9,8,4.81,255.75,7.52,34
5,8,9,9,5,8,9,9,4.81,255.75,7.52,34
5,8,9,10,5,8,9,10,6.21,244.34,10.18,24
5,8,10,4,5,8,10,4,3.72,252.25,6.64,38
5,8,10,5,5,8,10,5,3.64,241.85,6.54,37
5,8,10,6,5,8,10,6,4.96,241.23,8.04,30
5,8,10,7,5,8,10,7,5.21,260.91,7.91,33
5,8,10,8,5,8,10,8,5.21,260.91,7.91,33
5,8,10,9,5,8,10,9,5.21,260.91,7.91,33
5,8,10,10,5,8,10,10,6.98,249.5,10.85,23
5,9,4,4,5,9,4,4,3.54,276.71,5.43,51
5,9,4,5,5,9,4,5,3.47,266.31,5.33,50
5,9,4,6,5,9,4,6,4.79,292.38,6.64,44
5,9,4,7,5,9,4,7,4.99,312.06,6.64,47
5,9,4,8,5,9,4,8,4.99,312.06,6.64,47
5,9,4,9,5,9,4,9,4.99,312.06,6.64,47
5,9,4,10,5,9,4,10,6.2,300.65,8.13,37
5,9,5,4,5,9,5,4,3.87,282.1,6.0,47
5,9,5,5,5,9,5,5,3.8,271.7,5.91,46
5,9,5,6,5,9,5,6,5.53,300.31,7.51,40
5,9,5,7,5,9,5,7,5.75,319.99,7.44,43
5,9,5,8,5,9,5,8,5.75,319.99,7.44,43
5,9,5,9,5,9,5,9,5.75,319.99,7.44,43
5,9,5,10,5,9,5,10,7.56,308.58,9.35,33
5,9,6,4,5,9,6,4,3.56,257.66,6.28,41
5,9,6,5,5,9,6,5,3.48,247.26,6.18,40
5,9,6,6,5,9,6,6,5.01,275.87,8.11,34
5,9,6,7,5,9,6,7,5.23,295.55,7.99,37
5,9,6,8,5,9,6,8,5.23,295.55,7.99,37
5,9,6,9,5,9,6,9,5.23,295.55,7.99,37
5,9,6,10,5,9,6,10,6.72,284.15,10.52,27
5,9,7,4,5,9,7,4,3.66,260.44,6.51,40
5,9,7,5,5,9,7,5,3.58,250.04,6.41,39
5,9,7,6,5,9,7,6,5.22,278.65,8.44,33
5,9,7,7,5,9,7,7,5.44,298.33,8.29,36
5,9,7,8,5,9,7,8,5.44,298.33,8.29,36
5,9,7,9,5,9,7,9,5.44,298.33,8.29,36
5,9,7,10,5,9,7,10,7.12,286.93,11.04,26
5,9,8,4,5,9,8,4,3.52,247.09,6.34,39
5,9,8,5,5,9,8,5,3.44,236.69,6.23,38
5,9,8,6,5,9,8,6,5.01,265.3,8.29,32
5,9,8,7,5,9,8,7,5.24,284.98,8.14,35
5,9,8,8,5,9,8,8,5.24,284.98,8.14,35
5,9,8,9,5,9,8,9,5.24,284.98,8.14,35
5,9,8,10,5,9,8,10,6.84,273.58,10.94,25
5,9,9,4,5,9,9,4,3.52,247.09,6.34,39
5,9,9,5,5,9,9,5,3.44,236.69,6.23,38
5,9,9,6,5,9,9,6,4.57,236.07,7.62,31
5,9,9,7,5,9,9,7,4.81,255.75,7.52,34
5,9,9,8,5,9,9,8,4.81,255.75,7.52,34
5,9,9,9,5,9,9,9,4.81,255.75,7.52,34
5,9,9,10,5,9,9,10,6.21,244.34,10.18,24
5,9,10,4,5,9,10,4,3.72,252.25,6.64,38
5,9,10,5,5,9,10,5,3.64,241.85,6.54,37
5,9,10,6,5,9,10,6,4.96,241.23,8.04,30
5,9,10,7,5,9,10,7,5.21,260.91,7.91,33
5,9,10,8,5,9,10,8,5.21,260.91,7.91,33
5,9,10,9,5,9,10,9,5.21,260.91,7.91,33
5,9,10,10,5,9,10,10,6.98,249.5,10.85,23
5,10,4,4,5,10,4,4,3.54,276.71,5.43,51
5,10,4,5,5,10,4,5,3.47,266.31,5.33,50
5,10,4,6,5,10,4,6,4.79,292.38,6.64,44
5,10,4,7,5,10,4,7,4.99,312.06,6.64,47
5,10,4,8,5,10,4,8,4.99,312.06,6.64,47
5,10,4,9,5,10,4,9,4.99,312.06,6.64,47
5,10,4,10,5,10,4,10,6.2,300.65,8.13,37
5,10,5,4,5,10,5,4,3.87,282.1,6.0,47
5,10,5,5,5,10,5,5,3.8,271.7,5.91,46
5,10,5,6,5,10,5,6,5.53,300.31,7.51,40
5,10,5,7,5,10,5,7,5.75,319.99,7.44,43
5,10,5,8,5,10,5,8,5.75,319.99,7.44,43
5,10,5,9,5,10,5,9,5.75,319.99,7.44,43
5,10,5,10,5,10,5,10,7.56,308.58,9.35,33
5,10,6,4,5,10,6,4,3.56,257.66,6.28,41
5,10,6,5,5,10,6,5,3.48,247.26,6.18,40
5,10,6,6,5,10,6,6,5.01,275.87,8.11,34
5,10,6,7,5,10,6,7,5.23,295.55,7.99,37
5,10,6,8,5,10,6,8,5.23,295.55,7.99,37
5,10,6,9,5,10,6,9,5.23,295.55,7.99,37
5,10,6,10,5,10,6,10,6.72,284.15,10.52,27
5,10,7,4,5,10,7,4,3.66,260.44,6.51,40
5,10,7,5,5,10,7,5,3.58,250.04,6.41,39
5,10,7,6,5,10,7,6,5.22,278.65,8.44,33
5,10,7,7,5,10,7,7,5.44,298.33,8.29,36
5,10,7,8,5,10,7,8,5.44,298.33,8.29,36
5,10,7,9,5,10,7,9,5.44,298.33,8.29,36
5,10,7,10,5,10,7,10,7.12,286.93,11.04,26
5,10,8,4,5,10,8,4,3.52,247.09,6.34,39
5,10,8,5,5,10,8,5,3.44,236.69,6.23,38
5,10,8,6,5,10,8,6,5.01,265.3,8.29,32
5,10,8,7,5,10,8,7,5.24,284.98,8.14,35
5,10,8,8,5,10,8,8,5.24,284.98,8.14,35
5,10,8,9,5,10,8,9,5.24,284.98,8.14,35
5,10,8,10,5,10,8,10,6.84,273.58,10.94,25
5,10,9,4,5,10,9,4,3.52,247.09,6.34,39
5,10,9,5,5,10,9,5,3.44,236.69,6.23,38
5,10,9,6,5,10,9,6,4.57,236.07,7.62,31
5,10,9,7,5,10,9,7,4.81,255.75,7.52,34
5,10,9,8,5,10,9,8,4.81,255.75,7.52,34
5,10,9,9,5,10,9,9,4.81,255.75,7.52,34
5,10,9,10,5,10,9,10,6.21,244.34,10.18,24
5,10,10,4,5,10,10,4,3.72,252.25,6.64,38
5,10,10,5,5,10,10,5,3.64,241.85,6.54,37
5,10,10,6,5,10,10,6,4.96,241.23,8.04,30
5,10,10,7,5,10,10,7,5.21,260.91,7.91,33
5,10,10,8,5,10,10,8,5.21,260.91,7.91,33
5,10,10,9,5,10,10,9,5.21,260.91,7.91,33
5,10,10,10,5,10,10,10,6.98,249.5,10.85,23
6,4,4,4,6,4,4,4,3.3,277.74,4.96,56
6,4,4,5,6,4,4,5,3.3,277.74,4.96,56
6,4,4,6,6,4,4,6,4.32,305.13,5.98,51
6,4,4,7,6,4,4,7,4.32,305.13,5.98,51
6,4,4,8,6,4,4,8,4.32,305.13,5.98,51
6,4,4,9,6,4,4,9,4.32,305.13,5.98,51
6,4,4,10,6,4,4,10,5.32,313.41,7.12,44
6,4,5,4,6,4,5,4,3.58,283.13,5.44,52
6,4,5,5,6,4,5,5,3.58,283.13,5.44,52
6,4,5,6,6,4,5,6,4.86,313.06,6.66,47
6,4,5,7,6,4,5,7,4.86,313.06,6.66,47
6,4,5,8,6,4,5,8,4.86,313.06,6.66,47
6,4,5,9,6,4,5,9,4.86,313.06,6.66,47
6,4,5,10,6,4,5,10,6.2,321.33,8.03,40
6,4,6,4,6,4,6,4,3.3,258.7,5.62,46
6,4,6,5,6,4,6,5,3.3,258.7,5.62,46
6,4,6,6,6,4,6,6,4.45,288.63,7.04,41
6,4,6,7,6,4,6,7,4.45,288.63,7.04,41
6,4,6,8,6,4,6,8,4.45,288.63,7.04,41
6,4,6,9,6,4,6,9,4.45,288.63,7.04,41
6,4,6,10,6,4,6,10,5.61,296.9,8.73,34
6,4,7,4,6,4,7,4,3.38,261.48,5.81,45
6,4,7,5,6,4,7,5,3.38,261.48,5.81,45
6,4,7,6,6,4,7,6,4.6,291.41,7.29,40
6,4,7,7,6,4,7,7,4.6,291.41,7.29,40
6,4,7,8,6,4,7,8,4.6,291.41,7.29,40
6,4,7,9,6,4,7,9,4.6,291.41,7.29,40
6,4,7,10,6,4,7,10,5.86,299.68,9.08,33
6,4,8,4,6,4,8,4,3.26,248.13,5.64,44
6,4,8,5,6,4,8,5,3.26,248.13,5.64,44
6,4,8,6,6,4,8,6,4.44,278.05,7.13,39
6,4,8,7,6,4,8,7,4.44,278.05,7.13,39
6,4,8,8,6,4,8,8,4.44,278.05,7.13,39
6,4,8,9,6,4,8,9,4.44,278.05,7.13,39
6,4,8,10,6,4,8,10,5.65,286.33,8.95,32
6,4,9,4,6,4,9,4,3.26,248.13,5.64,44
6,4,9,5,6,4,9,5,3.26,248.13,5.64,44
6,4,9,6,6,4,9,6,4.08,248.82,6.55,38
6,4,9,7,6,4,9,7,4.08,248.82,6.55,38
6,4,9,8,6,4,9,8,4.08,248.82,6.55,38
6,4,9,9,6,4,9,9,4.08,248.82,6.55,38
6,4,9,10,6,4,9,10,5.17,257.09,8.29,31
6,4,10,4,6,4,10,4,3.42,253.29,5.89,43
6,4,10,5,6,4,10,5,3.42,253.29,5.89,43
6,4,10,6,6,4,10,6,4.36,253.98,6.86,37
6,4,10,7,6,4,10,7,4.36,253.98,6.86,37
6,4,10,8,6,4,10,8,4.36,253.98,6.86,37
6,4,10,9,6,4,10,9,4.36,253.98,6.86,37
6,4,10,10,6,4,10,10,5.65,262.25,8.74,30
6,5,4,4,6,5,4,4,3.51,314.97,5.16,61
6,5,4,5,6,5,4,5,3.3,277.74,4.96,56
6,5,4,6,6,5,4,6,4.32,305.13,5.98,51
6,5,4,7,6,5,4,7,4.32,305.13,5.98,51
6,5,4,8,6,5,4,8,4.32,305.13,5.98,51
6,5,4,9,6,5,4,9,4.32,305.13,5.98,51
6,5,4,10,6,5,4,10,5.32,313.41,7.12,44
6,5,5,4,6,5,5,4,3.79,320.36,5.62,57
6,5,5,5,6,5,5,5,3.58,283.13,5.44,52
6,5,5,6,6,5,5,6,4.86,313.06,6.66,47
6,5,5,7,6,5,5,7,4.86,313.06,6.66,47
6,5,5,8,6,5,5,8,4.86,313.06,6.66,47
6,5,5,9,6,5,5,9,4.86,313.06,6.66,47
6,5,5,10,6,5,5,10,6.2,321.33,8.03,40
6,5,6,4,6,5,6,4,3.52,295.92,5.8,51
6,5,6,5,6,5,6,5,3.3,258.7,5.62,46
6,5,6,6,6,5,6,6,4.45,288.63,7.04,41
6,5,6,7,6,5,6,7,4.45,288.63,7.04,41
6,5,6,8,6,5,6,8,4.45,288.63,7.04,41
6,5,6,9,6,5,6,9,4.45,288.63,7.04,41
6,5,6,10,6,5,6,10,5.61,296.9,8.73,34
6,5,7,4,6,5,7,4,3.6,298.7,5.97,50
6,5,7,5,6,5,7,5,3.38,261.48,5.81,45
6,5,7,6,6,5,7,6,4.6,291.41,7.29,40
6,5,7,7,6,5,7,7,4.6,291.41,7.29,40
6,5,7,8,6,5,7,8,4.6,291.41,7.29,40
6,5,7,9,6,5,7,9,4.6,291.41,7.29,40
6,5,7,10,6,5,7,10,5.86,299.68,9.08,33
6,5,8,4,6,5,8,4,3.49,285.35,5.82,49
6,5,8,5,6,5,8,5,3.26,248.13,5.64,44
6,5,8,6,6,5,8,6,4.44,278.05,7.13,39
6,5,8,7,6,5,8,7,4.44,278.05,7.13,39
6,5,8,8,6,5,8,8,4.44,278.05,7.13,39
6,5,8,9,6,5,8,9,4.44,278.05,7.13,39
6,5,8,10,6,5,8,10,5.65,286.33,8.95,32
6,5,9,4,6,5,9,4,3.49,285.35,5.82,49
6,5,9,5,6,5,9,5,3.26,248.13,5.64,44
6,5,9,6,6,5,9,6,4.08,248.82,6.55,38
6,5,9,7,6,5,9,7,4.08,248.82,6.55,38
6,5,9,8,6,5,9,8,4.08,248.82,6.55,38
6,5,9,9,6,5,9,9,4.08,248.82,6.55,38
6,5,9,10,6,5,9,10,5.17,257.09,8.29,31
6,5,10,4,6,5,10,4,3.65,290.51,6.05,48
6,5,10,5,6,5,10,5,3.42,253.29,5.89,43
6,5,10,6,6,5,10,6,4.36,253.98,6.86,37
6,5,10,7,6,5,10,7,4.36,253.98,6.86,37
6,5,10,8,6,5,10,8,4.36,253.98,6.86,37
6,5,10,9,6,5,10,9,4.36,253.98,6.86,37
6,5,10,10,6,5,10,10,5.65,262.25,8.74,30
6,6,4,4,6,6,4,4,4.03,331.24,5.71,58
6,6,4,5,6,6,4,5,3.82,294.02,5.55,53
6,6,4,6,6,6,4,6,5.25,321.4,6.7,48
6,6,4,7,6,6,4,7,5.25,321.4,6.7,48
6,6,4,8,6,6,4,8,5.25,321.4,6.7,48
6,6,4,9,6,6,4,9,5.25,321.4,6.7,48
6,6,4,10,6,6,4,10,6.85,329.68,8.04,41
6,6,5,4,6,6,5,4,4.41,336.63,6.23,54
6,6,5,5,6,6,5,5,4.2,299.41,6.11,49
6,6,5,6,6,6,5,6,6.08,329.33,7.48,44
6,6,5,7,6,6,5,7,6.08,329.33,7.48,44
6,6,5,8,6,6,5,8,6.08,329.33,7.48,44
6,6,5,9,6,6,5,9,6.08,329.33,7.48,44
6,6,5,10,6,6,5,10,8.42,337.61,9.12,37
6,6,6,4,6,6,6,4,4.08,312.2,6.5,48
6,6,6,5,6,6,6,5,3.86,274.97,6.39,43
6,6,6,6,6,6,6,6,5.53,304.9,8.02,38
6,6,6,7,6,6,6,7,5.53,304.9,8.02,38
6,6,6,8,6,6,6,8,5.53,304.9,8.02,38
6,6,6,9,6,6,6,9,5.53,304.9,8.02,38
6,6,6,10,6,6,6,10,7.51,313.18,10.1,31
6,6,7,4,6,6,7,4,4.2,314.98,6.7,47
6,6,7,5,6,6,7,5,3.97,277.75,6.61,42
6,6,7,6,6,6,7,6,5.77,307.68,8.32,37
6,6,7,7,6,6,7,7,5.77,307.68,8.32,37
6,6,7,8,6,6,7,8,5.77,307.68,8.32,37
6,6,7,9,6,6,7,9,5.77,307.68,8.32,37
6,6,7,10,6,6,7,10,7.97,315.96,10.53,30
6,6,8,4,6,6,8,4,4.06,301.62,6.56,46
6,6,8,5,6,6,8,5,3.83,264.4,6.45,41
6,6,8,6,6,6,8,6,5.56,294.33,8.18,36
6,6,8,7,6,6,8,7,5.56,294.33,8.18,36
6,6,8,8,6,6,8,8,5.56,294.33,8.18,36
6,6,8,9,6,6,8,9,5.56,294.33,8.18,36
6,6,8,10,6,6,8,10,7.68,302.6,10.43,29
6,6,9,4,6,6,9,4,4.06,301.62,6.56,46
6,6,9,5,6,6,9,5,3.83,264.4,6.45,41
6,6,9,6,6,6,9,6,5.11,265.09,7.57,35
6,6,9,7,6,6,9,7,5.11,265.09,7.57,35
6,6,9,8,6,6,9,8,5.11,265.09,7.57,35
6,6,9,9,6,6,9,9,5.11,265.09,7.57,35
6,6,9,10,6,6,9,10,7.03,273.37,9.76,28
6,6,10,4,6,6,10,4,4.29,306.79,6.82,45
6,6,10,5,6,6,10,5,4.05,269.56,6.74,40
6,6,10,6,6,6,10,6,5.55,270.25,7.95,34
6,6,10,7,6,6,10,7,5.55,270.25,7.95,34
6,6,10,8,6,6,10,8,5.55,270.25,7.95,34
6,6,10,9,6,6,10,9,5.55,270.25,7.95,34
6,6,10,10,6,6,10,10,7.93,278.53,10.32,27
6,7,4,4,6,7,4,4,3.72,287.0,5.52,52
6,7,4,5,6,7,4,5,3.65,276.6,5.42,51
6,7,4,6,6,7,4,6,5.11,302.67,6.73,45
6,7,4,7,6,7,4,7,5.32,322.35,6.72,48
6,7,4,8,6,7,4,8,5.32,322.35,6.72,48
6,7,4,9,6,7,4,9,5.32,322.35,6.72,48
6,7,4,10,6,7,4,10,6.72,310.94,8.18,38
6,7,5,4,6,7,5,4,4.09,292.39,6.09,48
6,7,5,5,6,7,5,5,4.01,281.98,6.0,47
6,7,5,6,6,7,5,6,5.95,310.6,7.58,41
6,7,5,7,6,7,5,7,6.17,330.28,7.51,44
6,7,5,8,6,7,5,8,6.17,330.28,7.51,44
6,7,5,9,6,7,5,9,6.17,330.28,7.51,44
6,7,5,10,6,7,5,10,8.32,318.87,9.38,34
6,7,6,4,6,7,6,4,3.76,267.95,6.38,42
6,7,6,5,6,7,6,5,3.68,257.55,6.28,41
6,7,6,6,6,7,6,6,5.38,286.16,8.18,35
6,7,6,7,6,7,6,7,5.61,305.84,8.05,38
6,7,6,8,6,7,6,8,5.61,305.84,8.05,38
6,7,6,9,6,7,6,9,5.61,305.84,8.05,38
6,7,6,10,6,7,6,10,7.38,294.44,10.52,28
6,7,7,4,6,7,7,4,3.87,270.73,6.6,41
6,7,7,5,6,7,7,5,3.79,260.33,6.51,40
6,7,7,6,6,7,7,6,5.62,288.94,8.5,34
6,7,7,7,6,7,7,7,5.85,308.62,8.34,37
6,7,7,8,6,7,7,8,5.85,308.62,8.34,37
6,7,7,9,6,7,7,9,5.85,308.62,8.34,37
6,7,7,10,6,7,7,10,7.86,297.22,11.01,27
6,7,8,4,6,7,8,4,3.72,257.38,6.43,40
6,7,8,5,6,7,8,5,3.64,246.98,6.33,39
6,7,8,6,6,7,8,6,5.4,275.59,8.35,33
6,7,8,7,6,7,8,7,5.64,295.27,8.2,36
6,7,8,8,6,7,8,8,5.64,295.27,8.2,36
6,7,8,9,6,7,8,9,5.64,295.27,8.2,36
6,7,8,10,6,7,8,10,7.55,283.87,10.92,26
6,7,9,4,6,7,9,4,3.72,257.38,6.43,40
6,7,9,5,6,7,9,5,3.64,246.98,6.33,39
6,7,9,6,6,7,9,6,4.94,246.36,7.7,32
6,7,9,7,6,7,9,7,5.18,266.04,7.6,35
6,7,9,8,6,7,9,8,5.18,266.04,7.6,35
6,7,9,9,6,7,9,9,5.18,266.04,7.6,35
6,7,9,10,6,7,9,10,6.87,254.63,10.19,25
6,7,10,4,6,7,10,4,3.94,262.54,6.73,39
6,7,10,5,6,7,10,5,3.86,252.14,6.64,38
6,7,10,6,6,7,10,6,5.38,251.52,8.11,31
6,7,10,7,6,7,10,7,5.64,271.2,7.98,34
6,7,10,8,6,7,10,8,5.64,271.2,7.98,34
6,7,10,9,6,7,10,9,5.64,271.2,7.98,34
6,7,10,10,6,7,10,10,7.8,259.79,10.82,24
6,8,4,4,6,8,4,4,3.72,287.0,5.52,52
6,8,4,5,6,8,4,5,3.65,276.6,5.42,51
6,8,4,6,6,8,4,6,5.11,302.67,6.73,45
6,8,4,7,6,8,4,7,5.32,322.35,6.72,48
6,8,4,8,6,8,4,8,5.32,322.35,6.72,48
6,8,4,9,6,8,4,9,5.32,322.35,6.72,48
6,8,4,10,6,8,4,10,6.72,310.94,8.18,38
6,8,5,4,6,8,5,4,4.09,292.39,6.09,48
6,8,5,5,6,8,5,5,4.01,281.98,6.0,47
6,8,5,6,6,8,5,6,5.95,310.6,7.58,41
6,8,5,7,6,8,5,7,6.17,330.28,7.51,44
6,8,5,8,6,8,5,8,6.17,330.28,7.51,44
6,8,5,9,6,8,5,9,6.17,330.28,7.51,44
6,8,5,10,6,8,5,10,8.32,318.87,9.38,34
6,8,6,4,6,8,6,4,3.76,267.95,6.38,42
6,8,6,5,6,8,6,5,3.68,257.55,6.28,41
6,8,6,6,6,8,6,6,5.38,286.16,8.18,35
6,8,6,7,6,8,6,7,5.61,305.84,8.05,38
6,8,6,8,6,8,6,8,5.61,305.84,8.05,38
6,8,6,9,6,8,6,9,5.61,305.84,8.05,38
6,8,6,10,6,8,6,10,7.38,294.44,10.52,28
6,8,7,4,6,8,7,4,3.87,270.73,6.6,41
6,8,7,5,6,8,7,5,3.79,260.33,6.51,40
6,8,7,6,6,8,7,6,5.62,288.94,8.5,34
6,8,7,7,6,8,7,7,5.85,308.62,8.34,37
6,8,7,8,6,8,7,8,5.85,308.62,8.34,37
6,8,7,9,6,8,7,9,5.85,308.62,8.34,37
6,8,7,10,6,8,7,10,7.86,297.22,11.01,27
6,8,8,4,6,8,8,4,3.72,257.38,6.43,40
6,8,8,5,6,8,8,5,3.64,246.98,6.33,39
6,8,8,6,6,8,8,6,5.4,275.59,8.35,33
6,8,8,7,6,8,8,7,5.64,295.27,8.2,36
6,8,8,8,6,8,8,8,5.64,295.27,8.2,36
6,8,8,9,6,8,8,9,5.64,295.27,8.2,36
6,8,8,10,6,8,8,10,7.55,283.87,10.92,26
6,8,9,4,6,8,9,4,3.72,257.38,6.43,40
6,8,9,5,6,8,9,5,3.64,246.98,6.33,39
6,8,9,6,6,8,9,6,4.94,246.36,7.7,32
6,8,9,7,6,8,9,7,5.18,266.04,7.6,35
6,8,9,8,6,8,9,8,5.18,266.04,7.6,35
6,8,9,9,6,8,9,9,5.18,266.04,7.6,35
6,8,9,10,6,8,9,10,6.87,254.63,10.19,25
